feature,coef,abs_coef
cat__ogrn_area_1035006466593,-1.214050396519133,1.214050396519133
cat__risk_level_low,-1.2124873827081546,1.2124873827081546
cat__ogrn_area_1024001186550,1.2081474841937363,1.2081474841937363
cat__variant_727.4_11,1.207634337015761,1.207634337015761
cat__ogrn_naprav_1022701193041,1.2052764671043297,1.2052764671043297
cat__ogrn_naprav_1145658023257,1.2041884222597488,1.2041884222597488
cat__variant_727.010810,1.201828102803895,1.201828102803895
cat__ogrn_area_1021605754356,1.2012364511803013,1.2012364511803013
cat__ogrn_naprav_1021605753839,1.2012364511803013,1.2012364511803013
cat__ogrn_area_1116330004383,1.1980661411129732,1.1980661411129732
cat__ogrn_naprav_1116330004383,1.1980661411129732,1.1980661411129732
cat__ogrn_naprav_1024840846238,-1.1947143603437853,1.1947143603437853
cat__ogrn_area_1022701192249,1.1841662716000945,1.1841662716000945
cat__variant_40501,1.1809903069593533,1.1809903069593533
cat__ogrn_area_1034004205730,1.1690089578205054,1.1690089578205054
cat__ogrn_naprav_1027810317590,1.1603293434325122,1.1603293434325122
cat__ogrn_area_1026500530814,1.1588723538645236,1.1588723538645236
cat__ogrn_area_1027200839720,-1.1556052448060548,1.1556052448060548
cat__variant_90606,1.1495977056516329,1.1495977056516329
cat__ogrn_area_1026605403868,1.14673225716354,1.14673225716354
cat__ogrn_naprav_1030900915847,1.1464437898581232,1.1464437898581232
cat__ogrn_area_1027100971479,1.1447570824113154,1.1447570824113154
cat__ogrn_area_1026602960185,1.1447496726281357,1.1447496726281357
cat__variant_30912,-1.1425333183573874,1.1425333183573874
cat__ogrn_naprav_1027102671661,1.1375944646915372,1.1375944646915372
cat__ogrn_area_1026602957611,-1.1336395159104586,1.1336395159104586
cat__ogrn_area_1030900915847,1.132762220388328,1.132762220388328
cat__ogrn_area_1026602319402,1.1321584201539494,1.1321584201539494
cat__ogrn_area_1021100899324,-1.131274960503368,1.131274960503368
cat__ogrn_naprav_1027200812980,1.1184877806450455,1.1184877806450455
cat__ogrn_naprav_1022801199376,-1.1141501366928663,1.1141501366928663
cat__ogrn_area_1022801199354,-1.1140871508642667,1.1140871508642667
cat__ogrn_area_1035005006772,1.1050198752044282,1.1050198752044282
cat__ogrn_naprav_1026801163234,-1.102313964472548,1.102313964472548
